Date,Open,High,Low,Close,Volume,change_tomorrow_direction
2016-12-08,56.32522762902882,56.58250674876336,55.90255954640994,56.05876159667969,21220800,UP
2016-12-09,56.21496814510971,56.95923426426494,56.16902657099042,56.94085693359375,27349400,UP
2016-12-12,56.8030278260011,57.24407323992401,56.71114467918617,57.1246223449707,20198100,UP
2016-12-13,57.42783586674337,58.27317192824571,57.18893761178917,57.86888122558594,35718900,DOWN
2016-12-14,57.88725762096541,58.3007387335671,57.45539918056842,57.59322738647461,30352700,DOWN
2016-12-15,57.61160705426802,58.025088183664,57.24406749366782,57.50134658813477,27669900,DOWN
2016-12-16,57.84130749875877,57.84130749875877,57.07866428108258,57.24405670166016,42453100,UP
2016-12-19,57.48296212653708,58.5947640769696,57.35432084270818,58.45693588256836,34338200,DOWN
2016-12-20,58.52125517118198,58.62232871375025,57.91481742088899,58.38343048095703,26028400,DOWN
2016-12-21,58.28235693838876,58.53044558693362,57.99751363707061,58.38343048095703,17096300,UP
2016-12-22,58.6590975702152,58.89799586085517,58.26399372002347,58.39263153076172,22176600,DOWN
2016-12-23,58.30074479015804,58.38344102126931,57.70349384267477,58.1077880859375,12403800,UP
2016-12-27,58.08021616790935,58.87042376286599,58.08021616790935,58.14453506469727,11763200,DOWN
2016-12-28,58.25480112862892,58.25480112862892,57.73105951875198,57.87807464599609,14653300,DOWN
2016-12-29,57.75862116753387,58.07102873704627,57.63917028665994,57.79537582397461,10250600,DOWN
2016-12-30,57.85049875765788,57.87806649990412,56.99597235547339,57.0970458984375,25579900,UP
2017-01-03,57.69430328014722,57.74024484894299,57.0878654587388,57.50134658813477,20694100,DOWN
2017-01-04,57.40944912223773,57.65753775310409,57.07866428108258,57.24405670166016,21340000,DOWN
2017-01-05,57.14298316629426,57.57484154281531,56.99596807079379,57.24405670166016,24876000,UP
2017-01-06,57.24406467356333,58.02508532508286,57.00516642452433,57.74024200439453,19922900,DOWN
2017-01-09,57.66674088407611,57.96077466290173,57.46459726160001,57.55648040771484,20382700,DOWN
2017-01-10,57.63918239957784,57.95159003474294,57.22570119051849,57.53810882568359,18593000,UP
2017-01-11,57.52890776382331,58.09859089780128,57.36351532087538,58.06183624267578,21517300,DOWN
2017-01-12,57.94239656756513,58.25480416739472,56.92247753561804,57.52891540527344,20968200,UP
2017-01-13,57.53809728431584,57.76780863159206,57.29000860864348,57.61160659790039,19422300,DOWN
2017-01-17,57.59323823553153,57.61161556678862,56.99598723758743,57.45541000366211,20664000,DOWN
2017-01-18,57.58403940702136,57.61160715243942,57.0786751391727,57.42783737182617,19670100,DOWN
2017-01-19,57.1889282315452,57.86887173381625,57.152173581391,57.24405670166016,18451700,UP
2017-01-20,57.58402737284118,57.72185555577639,57.30837451208705,57.64834976196289,30213500,UP
2017-01-23,57.61161516381585,57.99752860216284,57.49216426403904,57.85051345825195,23097600,UP
2017-01-24,58.07102865803382,58.56720600395786,57.832126896611,58.36505889892578,24672900,UP
2017-01-25,58.76016984941987,58.89799456999697,58.3007471039281,58.51208114624023,23672700,UP
2017-01-26,58.91636277404969,59.30227611506771,58.39261773177051,59.05418395996094,43554600,UP
2017-01-27,60.08330882308148,60.56111242582227,59.62388605672653,60.44165802001953,44818000,DOWN
2017-01-30,60.358956690528,60.45083982866577,59.54118484370393,59.84439849853516,31651400,DOWN
2017-01-31,59.5963075043936,59.86277348613405,59.04500171917316,59.40335083007812,25270500,DOWN
2017-02-01,59.13689101505208,59.37579278397887,58.31911916281507,58.42019271850586,39671500,DOWN
2017-02-02,58.11697397817198,58.2639891081097,57.65755125897694,58.04346466064453,45827000,UP
2017-02-03,58.34668867745381,58.53045847667399,57.9515848359215,58.51208114624023,30301800,DOWN
2017-02-06,58.34668111744017,58.48450932527617,58.01589622272731,58.47531890869141,19796400,DOWN
2017-02-07,58.56720722690214,58.60395837894333,58.09859411092754,58.28236389160156,20277200,DOWN
2017-02-08,58.41099525258861,58.63151966613015,58.08940080067035,58.19966125488281,18096400,UP
2017-02-09,58.36505513406985,59.21039465094307,58.18128536908726,58.86122894287109,22644400,DOWN
2017-02-10,59.03581409156322,59.08175916343225,58.7877254249613,58.80610275268555,18170700,UP
2017-02-13,59.02662538742886,59.59631204805552,58.92555183457197,59.46767425537109,22920100,UP
2017-02-14,59.54163035990679,59.82819702652415,59.18110167732132,59.68953323364258,23108400,DOWN
2017-02-15,59.62482221133979,59.68953103860711,59.31052420825087,59.65255355834961,17005200,DOWN
2017-02-16,59.84668700027398,60.30889497814731,59.5693664451904,59.64331436157227,20546300,UP
2017-02-17,59.59709593552602,59.8004685678809,59.43994692060954,59.73575973510742,21248800,DOWN
2017-02-21,59.72650631974462,60.04080431126113,59.57859640416064,59.61557388305664,20655900,DOWN
2017-02-22,59.46768719505247,59.5231499021155,59.20885182511183,59.49541854858398,19292700,UP
2017-02-23,59.55087231808761,59.83744605128486,59.3382606044321,59.73575973510742,20273100,DOWN
2017-02-24,59.65255863426505,59.90215488405834,59.29203698699369,59.73575973510742,21796800,DOWN
2017-02-27,59.66181468340982,59.66181468340982,59.20885277871837,59.37524795532227,15871500,DOWN
2017-02-28,59.23657823615531,59.34750364102615,58.94076187557545,59.14413452148438,23239800,UP
2017-03-01,59.28279629853746,60.07779463291478,59.18110997301935,60.03157806396484,26937500,DOWN
2017-03-02,59.80047435857232,59.85593706268201,59.05169611578633,59.17187118530273,24539600,UP
2017-03-03,59.1533759478996,59.42145388319016,58.81133952039178,59.39372253417969,18135900,UP
2017-03-06,59.13488421362837,59.68028619052149,58.98697781577994,59.41220474243164,18750300,UP
2017-03-07,59.33826028251787,59.88366229111638,59.33826028251787,59.53238677978516,18521000,UP
2017-03-08,59.40296585552703,60.16098658776915,59.39371972205008,60.07778549194336,21510900,DOWN
2017-03-09,60.26268245667018,60.27192153887924,59.60634793036671,59.83745193481445,19846800,UP
2017-03-10,60.18872640011216,60.32739021083388,59.85593607547379,60.02233123779297,19538200,DOWN
2017-03-13,60.09627823772728,60.26267337797127,59.68953299430123,59.81895065307617,20100000,DOWN
2017-03-14,59.65255900412286,59.6710512723064,59.30128348870796,59.54163360595703,14280200,UP
2017-03-15,59.67105757281036,60.01308699024744,59.39372994264581,59.85593795776367,24833800,DOWN
2017-03-16,59.85592825441953,59.86517438798867,59.43994392934321,59.75424194335938,20674300,UP
2017-03-17,60.00384302407869,60.30889492914938,59.79122425122672,59.96686553955078,49219700,UP
2017-03-20,60.00384602097279,60.25343523808438,59.82820472387632,60.02233123779297,14598100,DOWN
2017-03-21,60.26267739817787,60.54924408276342,59.28279170571225,59.35674667358398,26640500,UP
2017-03-22,59.27355036119845,60.21645148099407,59.27355036119845,60.11476516723633,20680000,DOWN
2017-03-23,60.03157437429111,60.30889492914938,59.87441830186399,59.96686553955078,19269200,UP
2017-03-24,60.41981794953908,60.50301198718748,59.86516987368432,60.06854248046875,22617100,UP
2017-03-27,59.74500106124622,60.29041014603041,59.48616572042692,60.17947769165039,18614700,UP
2017-03-28,60.0500550484221,60.5215091245779,59.76348838092223,60.3551139831543,20080400,UP
2017-03-29,60.19798209542412,60.54925769267163,60.04082599018858,60.52152633666992,13618400,UP
2017-03-30,60.4752847916351,60.99296247699556,60.41982209606319,60.74336624145508,15122800,UP
2017-03-31,60.68792681358105,61.18711242331591,60.50303933623326,60.88205337524414,21040300,DOWN
2017-04-03,60.83579818645686,60.95597674757887,60.26266493581016,60.59545516967773,20400900,UP
2017-04-04,60.44754723208434,60.83580016665662,60.34586093216311,60.7618522644043,12997400,DOWN
2017-04-05,61.28877867329087,61.33499523791921,60.49378041325181,60.60470581054688,21448600,UP
2017-04-06,60.64167369937048,61.06690411143526,60.53074831962565,60.7618522644043,18103500,DOWN
2017-04-07,60.87278239439083,60.9744687022472,60.49377556279885,60.71563339233398,14108500,DOWN
2017-04-10,60.65093174563508,60.84505825105364,60.41982775546051,60.57697677612305,17952700,DOWN
2017-04-11,60.64169094473721,60.65093707992294,59.94837891323625,60.53076553344727,18791500,DOWN
2017-04-12,60.47529780170765,60.55849891569804,60.18873107595898,60.29966354370117,17108500,DOWN
2017-04-13,60.35511853811369,60.88203535026559,60.04081344604492,60.04081344604492,17896500,UP
2017-04-17,60.1240202180916,60.5400046158983,60.09628886526911,60.53076553344727,16689300,DOWN
2017-04-18,60.39210046688945,60.74337601659641,60.23495143565749,60.44756317138672,15155600,DOWN
2017-04-19,60.68790626610966,60.78034644711747,59.98534819552963,60.1240119934082,26992800,UP
2017-04-20,60.51227025552883,60.78035174071334,60.21645741890013,60.54924774169922,22299500,UP
2017-04-21,60.70638369218214,61.65853083458977,60.5030110884188,61.38121032714844,32522600,UP
